# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = model_4ba3117b2609_model
# start_datetime = 2025-01-25 20:50:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/Rtmpi9m7ws/standata-910146e27e83.json
# init = 2 (Default)
# random
#   seed = 1773305174
# output
#   file = /home/lbelzile/Documents/Personnel/MEGAsync/Website/MATH80601A/models/Poisson_simple-1.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /home/lbelzile/Documents/Personnel/MEGAsync/Website/MATH80601A/models/poisson_simple-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4
# Adaptation terminated
# Step size = 0.835871
# Diagonal elements of inverse mass matrix:
# 0.00473754, 0.00482306, 0.0045384, 0.0023782
1275.72,0.9882,0.835871,2,3,0,-1274.45,1.94527,1.93107,1.99331,2.56116
1274.63,0.903039,0.835871,2,3,0,-1274.35,1.95003,1.89603,2.05386,2.54485
1273.79,0.901864,0.835871,3,7,0,-1272.36,1.82224,1.98795,1.94967,2.57035
1273.78,0.962703,0.835871,3,7,0,-1271.91,1.94911,1.8196,2.08733,2.61577
1272.36,0.722339,0.835871,2,3,0,-1269.33,1.78528,1.82058,2.03322,2.63328
1272.94,0.959425,0.835871,3,7,0,-1269,2.05867,2.01394,1.91968,2.56842
1275.91,1,0.835871,2,7,0,-1273.35,1.90842,1.88397,1.99346,2.62713
1274.87,0.892402,0.835871,2,3,0,-1274.59,1.89772,1.87175,1.88285,2.55998
1273.34,0.849566,0.835871,2,3,0,-1272.58,2.00066,1.91583,2.06238,2.68521
1272.63,0.939056,0.835871,3,7,0,-1271.83,1.94154,1.90934,2.09966,2.68773
1273.04,0.889671,0.835871,2,3,0,-1269.33,2.05646,1.93878,1.93732,2.68832
1274.19,1,0.835871,1,1,0,-1273.09,2.04453,1.92953,1.94251,2.66372
1275.17,0.98272,0.835871,2,7,0,-1273.08,1.96667,1.87708,2.01742,2.65868
1274.9,0.708163,0.835871,2,7,0,-1271.75,1.84491,1.89272,2.00221,2.57055
1272.07,0.628746,0.835871,2,7,0,-1269.67,1.91751,1.94371,2.1479,2.60336
1273.13,0.898896,0.835871,2,3,0,-1268.55,1.95506,1.79214,1.84184,2.64112
1272.61,0.940415,0.835871,3,7,0,-1270.11,1.78179,1.97409,1.90896,2.57229
1275.88,0.996313,0.835871,3,7,0,-1272.84,1.9963,1.90377,1.95609,2.5872
1275.57,0.94372,0.835871,1,1,0,-1275.54,2.01385,1.89245,1.94916,2.5833
1274.68,0.652051,0.835871,2,3,0,-1271.45,1.89839,1.78816,1.98319,2.59086
1274.37,0.91461,0.835871,2,3,0,-1272.87,1.92427,1.82241,2.00098,2.67421
1275.49,1,0.835871,2,3,0,-1274.52,1.93423,1.83823,1.99088,2.63934
1275.09,0.947468,0.835871,2,3,0,-1274.41,1.9735,1.97973,1.90302,2.58788
1274.7,0.737796,0.835871,3,7,0,-1271.6,1.94819,1.8547,2.00992,2.67506
1270.79,0.66569,0.835871,2,3,0,-1269.56,1.8331,1.71279,1.90161,2.56579
1274.79,1,0.835871,2,3,0,-1270.23,1.96491,1.84864,2.05427,2.5735
1273.98,0.902432,0.835871,3,7,0,-1272.57,1.95086,2.04644,1.98084,2.59395
1274.24,0.977475,0.835871,3,7,0,-1272.23,1.98676,1.87741,2.08336,2.58147
1272.8,0.843472,0.835871,2,3,0,-1271.42,1.78535,1.84468,1.90613,2.63964
1274.15,0.933305,0.835871,2,3,0,-1270.91,1.87656,1.9707,1.94036,2.67666
1274.16,1,0.835871,3,7,0,-1273,1.96624,1.86377,1.96279,2.50747
1274.03,0.921988,0.835871,3,7,0,-1271.85,1.88365,1.93807,1.91401,2.68732
1273.91,0.932256,0.835871,2,3,0,-1271.81,1.85481,2.00605,1.91752,2.57126
1273.82,0.998189,0.835871,3,7,0,-1273.21,2.0269,1.80787,2.01301,2.65001
1274.28,0.973056,0.835871,3,7,0,-1271.9,1.93102,1.88806,2.04801,2.67751
1273.81,0.741899,0.835871,2,3,0,-1269.73,2.02847,1.93647,1.86567,2.55621
1276.02,1,0.835871,2,3,0,-1273.85,1.95736,1.87971,1.92847,2.61579
1273.34,0.768801,0.835871,2,3,0,-1273.12,1.92195,1.86515,2.07986,2.67869
1273.3,0.994394,0.835871,2,7,0,-1272.26,1.94398,1.8053,2.04437,2.68087
1273.8,0.987459,0.835871,3,7,0,-1271.44,2.02661,1.88111,1.98795,2.51661
1273.4,0.89635,0.835871,2,3,0,-1271.85,1.88807,1.99719,1.90332,2.67979
1275.66,1,0.835871,2,3,0,-1273.29,1.99848,1.92585,2.00702,2.60346
1275.42,0.960735,0.835871,3,7,0,-1274.79,1.90542,1.92878,1.96435,2.65898
1275.7,0.85924,0.835871,3,7,0,-1273.71,1.98728,1.88687,1.98405,2.56768
1270.9,0.3498,0.835871,2,3,0,-1267.25,1.94194,1.80896,1.79312,2.52034
1272.82,1,0.835871,2,3,0,-1270.39,1.88453,1.8389,1.81233,2.56772
1272.79,0.986989,0.835871,3,7,0,-1270.09,2.10146,1.92864,1.96325,2.55468
1272.92,0.976526,0.835871,2,7,0,-1270.41,1.89789,1.93698,1.86849,2.70139
1274.81,1,0.835871,2,3,0,-1272.48,1.91638,1.96649,1.958,2.67119
1274.73,0.953833,0.835871,2,3,0,-1273.34,2.00291,1.9015,1.87294,2.63721
1273.8,0.57495,0.835871,2,3,0,-1268.7,1.92963,1.95266,1.96769,2.49944
1273.68,0.913661,0.835871,3,7,0,-1271,1.88939,1.83165,1.93656,2.69276
1275.44,0.990444,0.835871,2,3,0,-1273.04,1.90854,1.93621,1.89628,2.62716
1273.81,0.717594,0.835871,2,3,0,-1272.2,1.85031,1.90131,1.98493,2.68864
1274.5,1,0.835871,2,3,0,-1272.88,1.89838,1.87658,2.05368,2.6565
1274.67,0.990614,0.835871,3,7,0,-1273.26,2.00447,1.94505,1.89087,2.55926
1272.99,0.810965,0.835871,3,7,0,-1271.46,1.87302,2.01906,1.86719,2.64406
1273.4,0.99998,0.835871,3,7,0,-1271.2,2.0339,1.78696,2.02398,2.57664
1273.75,0.98675,0.835871,3,7,0,-1271.37,1.81317,1.85126,2.00913,2.56436
1274.71,1,0.835871,3,7,0,-1272.63,1.95834,1.79405,1.91439,2.62102
1274.1,0.886155,0.835871,2,3,0,-1272.64,1.99351,1.77783,1.99059,2.57125
1274.01,0.982446,0.835871,3,7,0,-1272.71,1.89993,1.76778,2.00872,2.59135
1271.51,0.737922,0.835871,2,3,0,-1269.29,1.90821,1.80805,2.02098,2.72807
1273.59,1,0.835871,2,3,0,-1270.09,1.9842,1.95467,1.82553,2.57439
1274.68,0.93107,0.835871,2,3,0,-1272.11,1.8945,1.9912,1.90155,2.58035
1273.6,0.90722,0.835871,3,7,0,-1272.33,1.92788,1.94305,2.10965,2.59134
1274.79,0.971765,0.835871,2,7,0,-1272.98,1.95955,1.91799,1.85133,2.58476
1275.39,0.958865,0.835871,2,3,0,-1274,1.94501,1.93358,1.8833,2.6239
1273.73,0.498029,0.835871,2,3,0,-1268.8,1.94644,1.91737,2.05211,2.51396
1273.03,0.918576,0.835871,3,7,0,-1270.97,1.98432,1.82211,2.03642,2.69466
1271.73,0.867403,0.835871,2,7,0,-1268.81,1.80482,1.74158,1.97677,2.61563
1275.42,0.881982,0.835871,2,3,0,-1269.62,1.8726,1.91048,1.98012,2.56421
1275.42,0.354359,0.835871,2,3,0,-1266.81,1.8726,1.91048,1.98012,2.56421
1274.2,0.85007,0.835871,2,3,0,-1273.28,1.84329,2.00014,1.94114,2.59667
1275.43,0.998852,0.835871,3,7,0,-1274.21,1.89457,1.9599,1.91372,2.60012
1270.52,0.631522,0.835871,2,3,0,-1269.54,1.85602,1.89235,1.83167,2.72363
1272.04,1,0.835871,2,7,0,-1270.43,1.9875,1.93014,2.08732,2.50005
1272.77,0.994673,0.835871,3,7,0,-1269.75,2.09073,1.86373,2.04068,2.57736
1275.71,1,0.835871,2,3,0,-1272.56,1.96713,1.89526,1.91556,2.57071
1274.78,0.774118,0.835871,2,3,0,-1273.36,1.87984,1.8304,1.89486,2.61688
1275.31,1,0.835871,2,3,0,-1274.81,1.98088,1.96865,2.01643,2.59119
1270.57,0.577389,0.835871,3,7,0,-1269.22,2.0717,1.92395,1.99049,2.46859
1271.06,1,0.835871,2,3,0,-1269.06,2.07119,1.83641,2.00085,2.48802
1275.13,1,0.835871,2,3,0,-1271.2,1.90066,1.9471,2.0007,2.65778
1273.07,0.799673,0.835871,2,3,0,-1272.21,1.85728,1.82188,2.01312,2.5172
1275.47,0.925359,0.835871,2,3,0,-1271.37,1.90855,1.82881,1.97586,2.6265
1275.39,0.952987,0.835871,3,7,0,-1274.33,1.95395,1.99228,1.96648,2.59268
1275.55,0.972668,0.835871,3,7,0,-1274.57,1.88358,1.84398,1.97404,2.60858
1274.99,0.953824,0.835871,2,3,0,-1274.53,1.83288,1.89433,1.98382,2.61286
1275.71,1,0.835871,2,7,0,-1274.63,1.95784,1.83379,1.98333,2.60757
1275.48,0.862369,0.835871,3,7,0,-1274.09,1.9583,1.95673,1.96512,2.55656
1274.74,0.92565,0.835871,3,7,0,-1274.38,1.87977,1.83521,1.95713,2.65931
1276.09,0.861942,0.835871,1,3,0,-1272.91,1.96907,1.90865,1.95985,2.58192
1272.38,0.619048,0.835871,2,3,0,-1272.22,1.77772,1.89975,2.04322,2.55698
1273.07,0.751969,0.835871,2,3,0,-1267.12,1.94123,2.05692,2.02528,2.57211
1273.15,0.999826,0.835871,3,7,0,-1270.76,1.96681,2.06009,2.01031,2.57909
1274.52,0.903329,0.835871,2,3,0,-1270.94,1.93798,1.81448,1.89962,2.65286
1275.65,0.623264,0.835871,2,3,0,-1269.2,1.88745,1.94939,1.94561,2.62011
1273.13,0.643461,0.835871,2,3,0,-1271.75,1.80724,1.8625,1.98176,2.67508
1273.89,0.87932,0.835871,2,3,0,-1270.71,1.8604,1.79733,2.0045,2.64631
1273.97,1,0.835871,3,7,0,-1272.6,2.0521,1.97921,1.96421,2.56479
1273.89,0.999689,0.835871,3,7,0,-1272.07,1.84244,1.86261,2.00703,2.6719
1275.24,0.908408,0.835871,2,3,0,-1271.83,1.88358,1.97912,1.98827,2.59782
1276.11,1,0.835871,2,3,0,-1275.16,1.92289,1.92318,1.99087,2.61181
1273.17,0.719967,0.835871,2,3,0,-1273.1,1.91268,1.86782,1.80662,2.56672
1273.91,1,0.835871,2,7,0,-1273.17,1.96602,1.92466,2.10083,2.62483
1274.88,0.940285,0.835871,3,7,0,-1272.31,1.9688,1.91619,1.85931,2.57876
1274.61,0.808499,0.835871,2,3,0,-1271.96,1.91461,2.02329,1.962,2.59146
1276.02,1,0.835871,2,3,0,-1274.53,1.95299,1.91906,2.00654,2.61232
1276.02,0.485061,0.835871,1,3,0,-1270.96,1.95299,1.91906,2.00654,2.61232
1275.39,0.890332,0.835871,2,3,0,-1274.94,2.00885,1.87397,2.01077,2.58849
1273.86,0.819957,0.835871,3,7,0,-1273.15,1.81148,1.96685,1.9182,2.61301
1275.52,1,0.835871,2,3,0,-1273.39,1.92663,1.93543,2.00552,2.64904
1275.35,0.97712,0.835871,3,7,0,-1274.69,1.99378,1.8977,1.90342,2.63591
1273.82,0.834095,0.835871,3,7,0,-1273.18,1.86846,1.87866,2.05347,2.53647
1275,0.94872,0.835871,2,3,0,-1272.14,1.92765,1.95787,1.89042,2.64472
1274.99,0.822021,0.835871,2,7,0,-1272.14,2.00821,1.90045,1.99728,2.54686
1274.28,0.66834,0.835871,3,7,0,-1270.45,1.88431,1.77574,1.95815,2.61412
1274.38,0.994708,0.835871,3,7,0,-1273.16,1.89226,1.78131,1.96989,2.63073
1274.67,0.987549,0.835871,2,7,0,-1273.26,2.0576,1.91992,1.98439,2.61081
1275.4,0.8335,0.835871,2,3,0,-1272.18,1.92235,1.93578,1.89834,2.63904
1275.62,0.998961,0.835871,3,7,0,-1275.07,1.92233,1.9502,1.90714,2.59144
1275.03,0.950494,0.835871,3,7,0,-1274.7,1.87748,1.91197,1.87971,2.61822
1275.44,0.992298,0.835871,2,3,0,-1274.54,1.95689,1.92195,2.03468,2.63514
1274.65,0.675946,0.835871,2,7,0,-1271.71,1.87117,1.87025,1.89534,2.65181
1275.17,0.997793,0.835871,2,3,0,-1273.85,1.9633,1.89149,2.03768,2.5582
1272.94,0.71957,0.835871,2,3,0,-1271.62,1.92351,2.01647,2.08308,2.56581
1273.61,0.708095,0.835871,3,7,0,-1268.41,1.86547,1.84559,2.05757,2.54422
1273.26,0.982437,0.835871,2,7,0,-1272.36,1.96624,1.96877,1.83749,2.66502
1273.91,0.944092,0.835871,2,3,0,-1270.89,1.94404,1.84346,2.09533,2.59792
1274.95,0.989922,0.835871,2,7,0,-1273.28,1.94206,2.00702,1.92534,2.60957
1275.98,0.987251,0.835871,2,3,0,-1274.69,1.93419,1.93947,1.97144,2.6306
1275.46,0.774918,0.835871,2,3,0,-1273.66,1.97466,1.89463,1.88403,2.60246
1275.01,0.917489,0.835871,2,3,0,-1274.06,1.88539,1.95622,2.0339,2.58261
1275.98,1,0.835871,2,3,0,-1274.87,1.93799,1.88497,1.97377,2.56904
1274.88,0.749895,0.835871,2,3,0,-1273.63,1.96645,2.00928,1.96683,2.57956
1275.04,0.935854,0.835871,2,3,0,-1273.56,1.92296,1.95197,2.02361,2.55191
1275.67,0.807558,0.835871,2,3,0,-1272.48,1.93929,1.83867,1.94075,2.57966
1275.54,0.978863,0.835871,3,7,0,-1274.99,1.89575,1.88669,2.02296,2.62516
1275.25,0.918998,0.835871,3,7,0,-1274.3,1.91342,1.9852,1.96139,2.63642
1273.6,0.695652,0.835871,2,3,0,-1271.8,1.87752,1.88395,1.89819,2.69368
1274.45,0.999571,0.835871,3,7,0,-1272.19,1.94479,1.82787,1.86545,2.6348
1274.33,0.994792,0.835871,3,7,0,-1273.39,1.91886,1.97992,2.06733,2.58881
1274.09,0.944114,0.835871,2,7,0,-1272.66,1.93085,1.75913,1.95727,2.58138
1273.71,0.980869,0.835871,2,3,0,-1273.17,1.91061,1.74903,1.93577,2.61464
1274.16,0.954926,0.835871,3,7,0,-1271.44,2.01079,1.99236,2.04172,2.58764
1274.69,0.955704,0.835871,2,3,0,-1273.32,1.90023,1.82098,1.9158,2.65048
1274.57,0.990091,0.835871,3,7,0,-1273.59,1.94244,1.99473,2.00708,2.54954
1275.09,0.985995,0.835871,2,3,0,-1273.57,2.03391,1.88444,1.99122,2.58122
1274.51,0.907282,0.835871,2,3,0,-1273.81,1.81767,1.91223,1.94014,2.58072
1275.02,0.913983,0.835871,2,3,0,-1272.65,1.89622,1.85505,1.90016,2.64473
1273.53,0.881356,0.835871,2,7,0,-1272.43,1.80583,1.88052,2.04636,2.61625
1273.08,0.958021,0.835871,3,7,0,-1271.43,1.78849,1.84978,1.94771,2.65103
1275.64,1,0.835871,2,3,0,-1272.82,1.93349,1.83282,1.93216,2.61111
1275.19,0.915519,0.835871,2,7,0,-1274.34,1.97973,1.88377,1.90968,2.65511
1274.39,0.918706,0.835871,3,7,0,-1273.38,1.98528,2.02001,1.98905,2.62872
1274.59,0.995035,0.835871,3,7,0,-1272.94,1.92491,1.97459,1.87578,2.64051
1274.97,0.855479,0.835871,2,7,0,-1271.75,2.00282,1.85564,1.95746,2.54765
1273.46,0.917006,0.835871,2,3,0,-1273.33,2.06516,1.85284,1.95375,2.54085
1274.09,0.516197,0.835871,2,7,0,-1266.51,1.81158,1.84046,1.95353,2.59116
1274.95,1,0.835871,3,7,0,-1273.17,1.97718,1.91472,2.0632,2.6195
1273.58,0.854827,0.835871,2,3,0,-1272.63,2.00775,1.89448,1.8249,2.63091
1274.07,1,0.835871,2,3,0,-1272.87,2.02654,1.84907,1.86282,2.60105
1271.12,0.688191,0.835871,2,3,0,-1269.31,1.8058,1.86129,1.86722,2.5025
1271.08,0.983142,0.835871,2,7,0,-1269.34,1.76305,1.9137,1.93287,2.50841
1274.95,0.991002,0.835871,2,7,0,-1270.94,1.96407,1.91905,2.04454,2.65275
1274.65,0.811218,0.835871,3,7,0,-1272.3,1.91057,1.90697,1.85102,2.57543
1275.61,0.763062,0.835871,2,3,0,-1271.44,1.95157,1.95453,2.00544,2.57333
1276.22,1,0.835871,2,3,0,-1275.66,1.93885,1.88652,1.97055,2.59451
1272.56,0.692329,0.835871,2,3,0,-1272.55,1.92952,2.00547,1.85701,2.68331
1271.5,0.94495,0.835871,2,3,0,-1270.8,1.97806,2.03117,1.83051,2.67107
1275.53,1,0.835871,2,3,0,-1271.65,1.94185,1.8675,1.90672,2.56845
1276.13,0.860738,0.835871,3,7,0,-1274.07,1.9363,1.90804,1.98009,2.62744
1274.11,0.811396,0.835871,2,3,0,-1273.96,2.05651,1.86154,1.89625,2.60326
1276.21,0.932325,0.835871,1,3,0,-1273.26,1.94299,1.88035,1.97408,2.60366
1274.4,0.702996,0.835871,1,3,0,-1273.53,1.85404,1.85041,2.03541,2.6355
1272.18,0.785835,0.835871,3,7,0,-1270.44,1.9751,1.85624,1.79296,2.66056
1275.18,1,0.835871,2,3,0,-1271.89,2.00718,1.94954,1.99443,2.56614
1275.24,0.902481,0.835871,2,3,0,-1273.58,1.8929,1.95976,1.95596,2.55745
1275.05,0.80427,0.835871,3,7,0,-1272.7,1.95583,1.90076,2.0182,2.66762
1274.24,0.769541,0.835871,2,3,0,-1272.05,1.82325,1.91092,1.92523,2.55844
1273.21,0.488023,0.835871,2,3,0,-1265.39,1.86043,1.81653,2.00922,2.68409
1272.56,0.744236,0.835871,3,7,0,-1268.06,2.0085,2.0202,1.9445,2.51245
1274.56,0.978807,0.835871,2,3,0,-1271.81,1.89266,1.84067,2.00315,2.66833
1275.17,1,0.835871,2,3,0,-1274.02,1.93483,1.96444,1.93094,2.55026
1275.11,0.998622,0.835871,3,7,0,-1274.83,1.93262,1.96408,1.91822,2.55276
1275.66,0.987218,0.835871,3,7,0,-1274.67,1.9247,1.85999,2.01648,2.62392
1275.81,0.826962,0.835871,1,3,0,-1273.75,1.94355,1.94096,1.93543,2.5705
1274.95,0.921145,0.835871,2,3,0,-1274.68,1.94129,1.86226,1.93703,2.67468
1274.44,0.875478,0.835871,2,3,0,-1272.61,1.98163,1.9821,2.02895,2.55363
1274.9,0.632883,0.835871,3,7,0,-1269.8,1.87116,1.91484,1.89019,2.63833
1275.17,0.868182,0.835871,2,3,0,-1272.86,1.86674,1.84181,1.9982,2.60104
1275.19,0.816232,0.835871,2,7,0,-1272.25,1.95163,1.89645,1.86865,2.62475
1275.41,0.986304,0.835871,3,7,0,-1274.38,1.95987,1.87338,1.95663,2.54411
1275.81,0.991035,0.835871,2,7,0,-1275.19,1.91073,1.90358,1.93888,2.64143
1275.73,0.925272,0.835871,2,3,0,-1274.85,1.90619,1.83967,1.97102,2.60108
1274.58,0.866961,0.835871,2,3,0,-1274.1,1.88045,1.96276,2.0457,2.57481
1271.91,0.629226,0.835871,2,3,0,-1269.81,1.99789,1.82175,2.12936,2.63013
1274.39,0.921669,0.835871,2,3,0,-1269.87,1.90735,1.93587,1.84335,2.6264
1275.1,0.992534,0.835871,3,7,0,-1273.93,1.94197,1.88044,2.04663,2.56297
1275.31,0.936932,0.835871,3,7,0,-1273.8,1.87705,1.91405,1.9134,2.63736
1275.2,0.747191,0.835871,1,3,0,-1271.87,2.03757,1.90991,1.98136,2.6001
1275.32,0.967902,0.835871,2,3,0,-1274.25,1.97313,1.96665,1.90942,2.62584
1273.5,0.829734,0.835871,2,3,0,-1272.86,2.00074,1.78326,2.0515,2.62224
1273.73,0.993057,0.835871,3,7,0,-1271.94,1.99386,1.80711,2.06153,2.63655
1275.63,0.996901,0.835871,2,7,0,-1273.71,1.96282,1.95724,1.91271,2.59914
1274.04,0.861178,0.835871,3,7,0,-1273.8,2.03645,1.97478,1.90724,2.56338
1274.07,1,0.835871,3,7,0,-1272.74,1.83819,1.84789,2.04004,2.6291
1273.12,0.815361,0.835871,2,3,0,-1270.51,1.9192,1.72695,1.9778,2.61473
1274.03,1,0.835871,2,7,0,-1272.76,1.94833,2.04503,1.96034,2.61958
1274.02,0.99534,0.835871,2,7,0,-1273.07,1.91472,2.03821,1.94561,2.57506
1275.8,0.949772,0.835871,2,3,0,-1273.01,1.97689,1.91917,1.91614,2.58692
1275.93,0.760519,0.835871,2,3,0,-1273.09,1.946,1.88947,1.95028,2.56547
1276.04,0.8104,0.835871,3,7,0,-1273.98,1.91686,1.87961,1.94052,2.58771
1275.29,0.779013,0.835871,2,3,0,-1273.91,1.8995,1.93484,2.01111,2.64997
1275.47,0.914118,0.835871,2,7,0,-1273.65,1.89908,1.86111,1.91616,2.57372
1274.84,0.718861,0.835871,3,7,0,-1271.85,1.98434,1.84093,1.96331,2.66621
1274.73,0.995861,0.835871,3,7,0,-1274.16,1.88861,1.98057,1.97257,2.54949
1275.04,0.968084,0.835871,3,7,0,-1273.41,1.97667,1.85402,2.00792,2.65843
1275.73,1,0.835871,2,3,0,-1274.71,1.97644,1.95933,1.93835,2.60903
1275.18,0.934278,0.835871,2,3,0,-1274.86,1.87077,1.8477,1.95794,2.56882
1275.62,0.960932,0.835871,2,3,0,-1274.17,1.98439,1.96566,1.96104,2.59058
1275.17,0.951638,0.835871,3,7,0,-1274.59,2.03258,1.88572,1.99548,2.59161
1275.62,0.852249,0.835871,2,3,0,-1273.13,1.87468,1.8737,1.98848,2.59212
1273.04,0.768614,0.835871,2,3,0,-1272.47,2.01053,1.85581,2.0673,2.68023
1274.02,0.993421,0.835871,2,3,0,-1271.43,2.00864,1.88703,1.83927,2.58476
1273.75,0.939192,0.835871,2,3,0,-1272.14,1.86957,1.92032,1.99214,2.69677
1275.71,1,0.835871,2,3,0,-1273.59,1.94835,1.88747,2.02972,2.58924
1273.52,0.754885,0.835871,2,3,0,-1272.77,1.95656,1.78824,2.04498,2.54701
1272.25,0.852217,0.835871,2,3,0,-1270.39,1.84405,1.88707,1.87011,2.7015
1272.99,0.993615,0.835871,3,7,0,-1270.61,1.89668,1.88265,1.79618,2.62381
1274.03,0.920778,0.835871,2,3,0,-1271.83,2.01631,1.8966,2.08133,2.617
1274.89,0.949657,0.835871,2,7,0,-1272.34,1.94824,1.9207,2.0007,2.6787
1274.78,0.993197,0.835871,3,7,0,-1273.71,1.9996,1.82294,1.99312,2.56135
1275.61,0.95865,0.835871,2,7,0,-1273.78,1.99064,1.8853,1.90926,2.59107
1274.33,0.614915,0.835871,2,3,0,-1271.21,1.9057,1.8451,2.01198,2.67884
1273.3,0.941774,0.835871,2,3,0,-1273,1.93678,1.82762,2.00176,2.70542
1275.75,1,0.835871,2,7,0,-1273.48,1.95145,1.88764,1.92615,2.56373
1274.05,0.699394,0.835871,2,3,0,-1272.6,2.02474,1.85925,2.03881,2.54907
1273.57,0.903052,0.835871,3,7,0,-1271.63,1.86559,1.97705,1.8797,2.66369
1273.9,1,0.835871,3,7,0,-1272.31,2.04925,1.82626,1.99458,2.56195
1275.35,1,0.835871,2,3,0,-1273.52,1.85842,1.88091,1.97416,2.57714
1274.96,0.970482,0.835871,2,3,0,-1274.51,2.03859,1.88367,1.9412,2.63152
1274.61,0.818375,0.835871,3,7,0,-1272.51,1.97558,1.89695,2.03983,2.66796
1274.61,0.552645,0.835871,2,3,0,-1269.33,1.97558,1.89695,2.03983,2.66796
1275.21,0.805514,0.835871,2,3,0,-1271.75,1.85094,1.89543,1.94909,2.57398
1275.89,0.900289,0.835871,2,3,0,-1273.85,1.96028,1.84611,1.95615,2.60699
1273.47,0.736201,0.835871,2,3,0,-1272.85,1.95255,1.76727,1.89782,2.65104
1273.72,0.913072,0.835871,2,3,0,-1271.01,2.07806,1.8639,1.91485,2.61185
1272.03,0.813281,0.835871,2,3,0,-1270.04,1.76497,1.8778,2.0025,2.53947
1272.12,0.935444,0.835871,3,7,0,-1268.47,1.8603,2.01183,1.82052,2.59249
1274.83,0.916948,0.835871,2,3,0,-1270.21,1.95261,1.88532,1.86289,2.64166
1274.03,0.829469,0.835871,2,3,0,-1272.09,2.02373,1.79085,1.93467,2.62809
1274.91,0.941425,0.835871,2,3,0,-1272.81,1.94605,1.78797,1.95143,2.61103
1275.89,1,0.835871,2,3,0,-1274.89,1.94163,1.85164,1.93247,2.61011
1275.59,0.957134,0.835871,2,3,0,-1275.21,1.99087,1.84888,1.97653,2.58285
1275.02,0.891577,0.835871,2,3,0,-1273.96,1.90368,1.99903,1.99093,2.61856
1273.6,0.774865,0.835871,2,3,0,-1271.94,1.95284,1.74973,1.99069,2.56938
1273.63,0.99045,0.835871,2,7,0,-1272.66,1.97344,1.79092,2.01493,2.53471
1274.15,0.808982,0.835871,2,3,0,-1270.32,1.83175,1.87696,2.0413,2.5788
1274.98,1,0.835871,2,3,0,-1273.32,1.90245,1.90856,1.86459,2.62249
1274.18,0.950156,0.835871,2,3,0,-1273.57,1.84489,1.8635,1.86985,2.59701
1275.76,1,0.835871,2,3,0,-1274.01,1.96799,1.9252,1.93274,2.56683
1275.36,0.896385,0.835871,3,7,0,-1274.49,1.93787,1.88525,1.87985,2.57958
1273.76,0.865231,0.835871,2,3,0,-1273.29,1.86751,1.87625,1.86646,2.5393
1274.73,0.690032,0.835871,2,3,0,-1268.74,1.94404,1.96322,2.04795,2.56185
1275.69,1,0.835871,2,3,0,-1274.5,1.90983,1.87259,1.91853,2.57586
1275.69,0.764907,0.835871,2,3,0,-1272.9,1.90983,1.87259,1.91853,2.57586
1273.76,0.845753,0.835871,2,3,0,-1273.5,1.97679,1.92331,2.01936,2.69974
1272.81,0.937498,0.835871,2,7,0,-1271.59,1.91662,1.93686,1.87394,2.49463
1275.65,0.922785,0.835871,2,3,0,-1271.45,1.99943,1.8907,1.95142,2.57129
1274.44,0.847377,0.835871,2,3,0,-1273.74,1.99117,2.0169,1.97483,2.57579
1275.42,0.731768,0.835871,3,7,0,-1271.17,1.92746,1.815,1.96047,2.61835
1275.04,0.84238,0.835871,2,3,0,-1273.38,1.86972,1.98296,1.94837,2.60176
1275.61,0.951366,0.835871,2,3,0,-1274.3,1.91495,1.96544,1.95478,2.63243
1275.09,0.92983,0.835871,2,3,0,-1274.45,1.99989,1.90473,2.00928,2.65605
1274.58,0.860311,0.835871,3,7,0,-1272.97,1.93191,1.92813,1.92433,2.51954
1273.01,0.845235,0.835871,3,7,0,-1271.65,1.88408,1.80274,1.85553,2.54771
1274.25,0.967778,0.835871,2,3,0,-1271.01,1.98712,2.01378,1.95648,2.65104
1274.69,0.911744,0.835871,2,3,0,-1272.47,1.94472,1.9951,2.04049,2.59362
1275.2,0.835959,0.835871,3,7,0,-1272.39,1.93819,1.8214,1.91587,2.62993
1273.12,0.768446,0.835871,2,3,0,-1272.1,1.87194,1.8488,2.07175,2.67267
1270.68,0.887681,0.835871,2,3,0,-1270.23,1.80887,1.80381,2.06256,2.69219
